"id","zobrazení","zobrazení_lat","nazev_cz","nazev_lat","url","skupina","nemoci","tcm_organy","ucinky","Cast-rostliny","sběr","stanoviště","barva kvetu","obsahové látky","kontraindikace","Jak se užívá","Lidové názvy","Bezpečnost","zobrazení"
"R0223","Oměj šalamounek","Aconitum napellus","omej_salamounek","aconitum_napellus","https://www.brvohorik.cz/l/omej-salamounek/","bylina",,,,"koren | nat | kvet","koren: zari | rijen ; nat: cerven | cervenec ; kvet: cerven | cervenec","horske_louky | vlhke_lokality","modra | fialova","Alkaloidy: akonitin | mesakonitin | neoakonitin ; Saponiny: aconitín ; Třísloviny: kyselina gallová","těhotenství | kojení | kardiovaskulární onemocnění | poruchy jater | alergie na rostliny z čeledi pryskyřníkovité","nálev | tinktura | mast","pokoušník | modrý oměj | královský květ | hřebíčkový květ","3","on"
"R0224","Oregano řecké","Origanum vulgare","oregano_recke","origanum_vulgare","https://www.brvohorik.cz/l/oregano-recke/","bylina","potize_s_travenim | nadymani | kasel | nachlazeni",,"antisepticke | protizanetlive | podporuje_traveni | expektoracni | antibakterialni","nat","nat: cerven | cervenec | srpen","zahrady | pestovane_plochy | suche_strane","bila | ruzova","Silice: karvakrol | thymol ; Fenolické kyseliny: kyselina rozmarýnová | kyselina kávová | kyselina gallová ; Flavonoidy: apigenin | luteolin | hispidulin ; Minerální látky: železo | mangan | vápník | hořčík | draslík","těhotenství | kojení | alergie na rostliny z čeledi Lamiaceae","sušené listy | nálev | olej | koření | tinktura","česnekovník | dobromysl | dobromyslí | oregano","1","on"
"R0225","Orsej jarní","Ficaria verna","orsej_jarni","ficaria_verna","https://www.brvohorik.cz/l/orsej-jarni/","bylina",,,,"list | nat","list: brezen | duben ; nat: brezen | duben","vlhke_louky | lesy | zahrady","zluta","Silice: kyselina máselná ; Flavonoidy: kvercetin | rutinosid ; Glykosidy: ficin ; Saponiny: tritepenové saponiny ; Třísloviny: třísloviny ; Vitaminy: vitamin C | vitamin E","těhotenství | kojení | konzumace ve velkém množství může způsobit otravu","nálev | odvar | tinktura | čerstvá šťáva","kyselice | orsej | žlutá náprstní | jarní orsej","2","on"
"R0226","Ořešák černý","Juglans nigra L.","oresak_cerny","juglans_nigra_L.","https://www.brvohorik.cz/l/oresak-cerny/","strom","paraziti | kozni_problemy | plisnove_infekce",,"antiparaziticke | protiplisnove | antibakterialni | stahujici","plod | list",,"zahrady | sady","zelena","Fenolické kyseliny: kyselina gallová | kyselina ellagová ; Třísloviny: juglone | tanniny ; Minerální látky: mangan | měď | zinek","těhotenství | kojení | alergie na ořechy","čaj | tinktura | olej | běžná dřevať | skořápky | výluh","ořešák | ořešák vlašský | černý ořech","2","on"
"R0227","Ořešák královský","Juglans regia","oresak_kralovsky","juglans_regia","https://www.brvohorik.cz/l/oresak-kralovsky/","strom","paraziti | kozni_problemy | prujem | zanety_dutiny_ustni",,"antiparaziticke | protizanetlive | stahujici | antibakterialni","plod | list","plod: zari | rijen ; list: cerven | cervenec","zahrady | sady","zelena","Fenolické kyseliny: kyselina juglonová | kyselina elagová | kyselina chlorogenová ; Třísloviny: juglone | ellagitannins ; Vitaminy: vitamin C | vitamin E | vitaminy skupiny B ; Minerální látky: draslík | vápník | hořčík | železo","těhotenství | kojení | alergie na ořechy | současné užívání antikoagulancií","běžné užívání: Ořešák královský (Juglans regia) | ořechy | dřevo | olej | tinktura | čaj | extrakt","vlašský ořech | ořech královský | ořech | ořechovník","1","on"
"R0228","Ostropestřec mariánský","Silybum marianum","ostropestrec_mariansky","silybum_marianum","https://www.brvohorik.cz/l/ostropestrec-mariansky/","bylina","jaterni_potize | cirhoza_jater | detoxikace_jater | potize_se_zlucnikem",,"hepatoprotektivni | detoxikacni | protizanetlive | podporuje_cinnost_jater | antioxidantni","semeno","semeno: srpen | zari","suche_strane | rumiste | pole","fialova","Flavonoidy: silybin | silydianin | silychristin ; Triterpeny: kyselina oleanolová ; Minerální látky: selen | zinek | železo","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | tinktura | čerstvá šťáva | prášek | kapsle","bodlák | mariánský bodlák | hřebíčkovec","1","on"
"R0229","Ostropes trubil","Onopordum acanthium","ostropes_trubil","onopordum_acanthium","https://www.brvohorik.cz/l/ostropes-trubil/","bylina",,,,"nat | koren","nat: cerven | cervenec | srpen ; koren: zari | rijen","suche_strane | rumiste | u_cest","fialova","Silice: ninguno; Flavonoidy: kvercetin; Triterpeny: kyselina ursolová; Minerální látky: draslík | vápník | hořčík | železo.","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae","nálev | odvar | tinktura","též ostropes | bodlák | trubl | klíčový bodlák","2","on"
"R0230","Ostrožka stračka","Consolida regalis","ostrozka_stracka","consolida_regalis","https://www.brvohorik.cz/l/ostrozka-stracka/","bylina",,,,"semeno | nat","nat: cerven | cervenec ; semeno: srpen | zari","pole | rumiste | zahrady","modra | fialova","Silice: α-pinene | myrcen | limonen ; Flavonoidy: quercetin | kaempferol ; Triterpeny: kyselina oleanolová ; Vitaminy: vitamin C",,"nálev | odvar | tinktura","modřinka | chrpa | modravka | ohnivka | stračka | ostřice | jarní modřinka | modrý květ | modrý květák","3","on"
"R0231","Ostružiník maliník","Rubus idaeus","ostruzinik_malinik","rubus_idaeus","https://www.brvohorik.cz/l/ostruzinik-malinik/","ker","prujem | nachlazeni | bolestiva_menstruace | zanety_dutiny_ustni",,"svíravé | protizanetlive | podporuje_traveni | reguluje_menstruaci | posilujici","list | plod","list: kveten | cerven ; plod: cerven | cervenec","lesni_okraje | zahrady | paseky","bila","Flavonoidy: rutin | quercetin | kaempferol ; Fenolické kyseliny: kyselina salicylová | kyselina rozmarýnová ; Vitaminy: vitamin C | vitamin B | vitamin E ; Minerální látky: draslík | vápník | hořčík","alergie na rostliny z čeledi Rosaceae | současné užívání antikoagulancií","nálev | odvar | tinktura | sirup | čerstvá šťáva","maliník | maliny | ostružiny | šípkové maliny","1","on"
"R0232","Ostružiník ostružina","Rubus fruticosus","ostruzinik_ostruzina","rubus_fruticosus","https://www.brvohorik.cz/l/ostruzinik-ostruzina/","ker","prujem | zanety_dutiny_ustni | nachlazeni",,"svirave | protizanetlive | podporuje_traveni | posilujici","plod | list","cervenec | srpen | zari ; list: kveten | cerven","lesni_okraje | krovinne_porosty | zahrady","bila","Silice: citronelal | geraniol | limonen ; Flavonoidy: quercetin | kaempferol | myricetin ; Třísloviny: ellagová kyselina | kyselina gallová ; Vitaminy: vitamin C | vitamin E ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Rosaceae","sirup | čerstvé plody | marmeláda | tinktura | čaj","ostružina | ostružiník lesní | ostružiník jalový | ostružiník křovitý | ostružiník řídce maliník | kopřivka | plod maliníku | lesní malina","1","on"
"R0233","Outkovka pestrá","Trametes versicolor","outkovka_pestra","trametes_versicolor","https://www.brvohorik.cz/l/outkovka-pestra/","houba","oslabená_imunita | infekce | onkologicka_onemocneni | zanety",,"imunostimulacni | protinadorove | protizanetlive | antioxidantni | antivirove","plodnice","plodnice: celoročne","lesy | na_mrtvem_dreve | kmeny_stromu | parezy",,"Silice: none ; Polysacharidy: beta-glukan | mannan ; Triterpeny: tramet-2-en-3-ol | tramet-2-en-3-one ; Fenolické kyseliny: kyselina ferulová | kyselina kávová ; Minerální látky: zinek | měď | železo | mangan","těhotenství | kojení | autoimunitní onemocnění | současné užívání imunosupresiv","nálev | tinktura | výtažek","trpasličí houbová | houbový chvost | plamének","1","on"
"R0234","Ožanka lesní","Teucrium scorodonia","ozanka_lesni","teucrium_scorodonia","https://www.brvohorik.cz/l/ozanka-lesni/","bylina | poloker","potize_s_travenim | nechutenstvi",,"podporuje_traveni | horke | stimuluje_chut_k_jidlu | protizanetlive","nat","nat: cerven | cervenec | srpen","suche_strane | lesni_okraje | zahrady","ruzova","Silice: karvon | pinen | borneol ; Triterpeny: kyselina ursolová | kyselina oleanolová ; Flavonoidy: apigenin | luteolin ; Fenolické kyseliny: kyselina rozmarýnová","Ožanka lesní (Teucrium scorodonia) | těhotenství | kojení | léky na ředění krve","nálev | odvar | tinktura","ústřičná bylina | ožanka | ožanka lesní | lesní ožanka","2","on"
"R0236","Bodlák obecný","Cirsium vulgare","bodlak_obecny","cirsium_vulgare","https://www.brvohorik.cz/l/bodlak-obecny/","bylina","potize_s_travenim | onemocneni_jater | potize_zlucniku | kozni_problemy | rany | zanety_kuze",,"protizanetlive | detoxikacni | podporuje_traveni | hojive | cisti_krev","koren | nat","nat: cerven | cervenec | srpen ; koren: zari | rijen","rumiste | louky | u_cest","fialova","Silice: 2-pentenal | 2-methylbutanal ; Flavonoidy: kvercetin | kaempferol ; Třísloviny: kyselina gallová ; Hořčiny: cyrsin ; Vitaminy: vitamin C ; Minerální látky: draslík | hořčík | vápník","alergie na rostliny z čeledi Asteraceae","nálev | odvar | tinktura | čerstvá šťáva","kráječ | bodlák | bodlákový | mrskačka | trnkovec","1","on"
"R0237","Penízek rolní","Cirsium arvense","penizek_rolni","cirsium_arvense","https://www.brvohorik.cz/l/penizek-rolni/","bylina",,,,"nat | semeno","nat: duben | kveten ; semeno: cerven | cervenec","pole | rumiste | u_cest","bila","Silice: metylchavikol | 1,8-cineol ; Flavonoidy: kvercetin | luteolin | apigenin ; Třísloviny: kyselina gallová ; Minerální látky: draslík | vápník | hořčík","alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | odvar | čerstvá šťáva","bodlák | osení | bodlák rolní","2","on"
"R0238","Pelargonie růžová","Pelargonium radens","pelargonie_ruzova","Pelargonium radens","https://www.brvohorik.cz/l/pelargonie-ruzova/","bylina | poloker","kozni_problemy | zanety_kuze | rany | nervozita",,"protizanetlive | antisepticke | hojive | uklidnujici","list | kvet","list: celorocne ; kvet: kveten | cerven | cervenec | srpen","zahrady | interiery | pestovane_plochy","ruzova","Silice: geraniol | citronelol | isomenthon ; Flavonoidy: quercetin | kaempferol ; Triterpeny: kyselina ursolová ; Vitaminy: vitamin C | vitamin B | vitamin E","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae","nálev | tinktura | esenciální olej",,"1","on"
"R0239","Pelargonie sidonská","Pelargonium sidoides","pelargonie_sidonska","pelargonium_sidoides","https://www.brvohorik.cz/l/pelargonie-sidonska/","bylina | poloker","kozni_problemy | zanety_kuze | rany",,"protizanetlive | antisepticke | hojive","list | kvet","list: celorocne ; kvet: kveten | cerven | cervenec | srpen","zahrady | interiery | pestovane_plochy","ruzova","Silice: 1,8-cineol | geraniol | benzylalkohol ; Flavonoidy: quercetin | kaempferol ; Kyseliny: kyselina šťavelová | kyselina kávová ; Saponiny: saponiny ; Triterpeny: kyselina ursolová | kyselina oleanolová","těhotenství | kojení | autoimunitní onemocnění","nálev | tinktura | sirup","pelargonie | indická pelargonie | umbellata | pelargonie z jižní Afriky","1","on"
"R0240","Pelyněk brotan","Artemisia abrotanum","pelinek_brotan","artemisia_abrotanum","https://www.brvohorik.cz/l/pelinek-brotan/","poloker | bylina","potize_s_travenim | nechutenstvi | nadymani | paraziti | kasel | nachlazeni | nervova_slabost",,"podporuje_traveni | protikrecove | antiparaziticke | antisepticke | tonizacni | stimulacni","nat","nat: cerven | cervenec | srpen","zahrady | pestovane_plochy | slunna_stanoviste","zluta","Silice: thujon | camfen | borneol ; Flavonoidy: luteolin | apigenin ; Triterpeny: kyselina ursolová ; Hořčiny: absinthin | santonin","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | užívání antikoagulancií","nálev | odvar | tinktura | čerstvá šťáva | sušené listy","pelyněk brotan | pelyněk abrotan | šanty | včelí pelyněk","2","on"
"R0241","Pelyněk estragon","Artemisia dracunculus","pelynek_estragon","artemisia_dracunculus","https://www.brvohorik.cz/l/pelynek-estragon/","bylina","potize_s_travenim | nechutenstvi | nadymani",,"podporuje_traveni | stimulacni | protizanetlive | antisepticke","nat","nat: cerven | cervenec | srpen","zahrady | pestovane_plochy","zelena","Silice: estragole | 1,8-cineol | α-thujone ; Hořčiny: absinthin | artabsin ; Vitaminy: vitamin C | vitamin A","těhotenství | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | odvar | tinktura | čerstvá šťáva | koření | esenciální olej","estragon | dragon | pelyňková maškarade","1","on"
"R0242","Pelyněk pravý","Artemisia absinthium","pelynek_pravy","artemisia_absinthium","https://www.brvohorik.cz/l/pelynek-pravy/","bylina","potize_s_travenim | nechutenstvi | nadymani | paraziti",,"podporuje_traveni | horke | antiparaziticke | protizanetlive | stimulacni","nat","nat: cerven | cervenec | srpen","suche_strane | u_cest | rumiste","zluta","Silice: thujon | chamazulen | cineol ; Hořčiny: absinthin | amarogentin | santonin ; Třísloviny: kyselina tříslová ; Flavonoidy: apigenin | luteolin ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií | poruchy jater | epilepsie","nálev | tinktura | extrakt","pelyněk | pelyněk hořký | pelyněk pravý | pelyňková tráva | absinthium","2","on"
"R0243","Pelyněk černobýl","Artemisia vulgaris","pelynek_cernobyl","artemisia_vulgaris","https://www.brvohorik.cz/l/pelynek-cernobyl/","bylina","potize_s_travenim | nadymani | bolestiva_menstruace | nepravidelna_menstruace",,"podporuje_traveni | protikrecove | reguluje_menstruaci | protizanetlive","nat","nat: cerven | cervenec | srpen","u_cest | rumiste | pole","zluta | hnedocervena","Silice: thujon | camfen | borneol ; Flavonoidy: apigenin | luteolin ; Triterpeny: kyselina ursolová ; Vitaminy: vitamin C | vitamin E","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | odvar | tinktura | mast | čaj","černobýl | pelyněk | pelyněk dvoudomý | pelyněk obecný","2","on"
"R0244","Pepřovník černý","Piper nigrum","peprovnik_cerny","piper_nigrum","https://www.brvohorik.cz/l/peprovnik-cerny/","liana","potize_s_travenim | nadymani | nechutenstvi | nachlazeni",,"podporuje_traveni | stimulacni | protizanetlive | antisepticke | prohrejvaci","plod","plod: celorocne","tropicke_oblasti | pestovane_plochy","bila","Silice: piperin | chavicin | myrcen ; Alkaloidy: piperin ; Fenolické kyseliny: kyselina kávová ; Vitaminy: vitamin C | vitamin A | vitamin K","těhotenství | kojení | gastrointestinální poruchy | alergie na pepř | současné užívání antikoagulancií","pepř | koření | nálev | tinktura",,"1","on"
"R0245","Petržel zahradní","Petroselinum crispum","petrzel_zahradni","petroselinum_crispum","https://www.brvohorik.cz/l/petrzel-zahradni/","bylina","potize_s_travenim | nadymani | zanety_mocovych_cest | otoky",,"podporuje_traveni | mocopudne | protizanetlive | detoxikacni","koren | list | semeno","list: kveten | cerven | cervenec ; koren: zari | rijen ; semeno: srpen | zari","zahrady | pestovane_plochy","zluta","Silice: myristicin | apiol ; Flavonoidy: apigenin | luteolin | quercetin ; Vitaminy: vitamin C | vitamin K | vitamin A ; Minerální látky: železo | vápník | draslík","těhotenství | kojení | alergie na rostliny z čeledi Apiaceae | současné užívání antikoagulancií","nálev | odvar | čerstvá šťáva | koření | salát","černý petržel | petrzelka | zahradní petržel","1","on"
"R0246","Petour maloubrný","Galinsoga parviflora","petour_maloubrny","galinsoga_parviflora","https://www.brvohorik.cz/l/petour-maloubrny/","bylina",,,,"nat","nat: kveten | cerven | cervenec | srpen | zari","zahrady | pole | rumiste | u_cest","bila | zluta","Silice: | Flavonoidy: | Fenolické kyseliny: kyselina kávová | Třísloviny: | Minerální látky: draslík | vápník | hořčík | železo","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae","nálev | odvar | čerstvá šťáva","trávnička | drobnolistý kuklík | mariánka | heřmánková tráva","1","on"
"R0247","Pitulník žlutý","Galeobdolon luteum","pitulnik_zluty","galeobdolon_luteum","https://www.brvohorik.cz/l/pitulnik-zluty/","bylina",,,,"nat","nat: duben | kveten | cerven","listnate_lesy | stinne_lesy | zahrady","zluta","Silice: β-kariofilen | limonen ; Flavonoidy: luteolin | apigenin | kvercetin ; Třísloviny: kyselina gallová ; Vitaminy: vitamin C ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Lamiaceae","nálev | odvar | tinktura","zlatobýl | zlatobýlová bylinka | pitulník | pitulník lesní","1","on"
"R0248","Pivoňka lékařská","Paeonia officinalis","pivonka_lekarska","paeonia_officinalis","https://www.brvohorik.cz/l/pivonka-lekarska/","bylina","menstruační_potize | bolestiva_menstruace | krece | nervozita | bolesti_hlavy",,"protikrecove | uklidnujici | analgeticke | protizanetlive","koren | kvet","koren: zari | rijen ; kvet: kveten | cerven","zahrady | pestovane_plochy","ruzova | cervena | bila","Triterpeny: paeoniflorin | 3-O-β-D-glukopyranosyl paeoniflorin ; Flavonoidy: quercetin | kaempferol ; Fenolické kyseliny: kyselina kávová | kyselina ferulová ; Saponiny: paeoniosid A | paeoniosid B","těhotenství | kojení | alergie na rostliny z čeledi Ranunculaceae | poruchy srážlivosti krve","nálev | tinktura | odvar","šarlatová pivoňka | pivoňka zahradní | pivoňka obyčejná","2","on"
"R0249","Pivoňka čínská","Paeonia lactiflora","pivonka_cinska","paeonia_lactiflora","https://www.brvohorik.cz/l/pivonka-cinska/","bylina","menstruační_potize | bolestiva_menstruace | krece | nervozita",,"protikrecove | uklidnujici | protizanetlive | analgeticke","koren | kvet","koren: zari | rijen ; kvet: kveten | cerven","zahrady | pestovane_plochy","ruzova | bila | cervena","Flavonoidy: paeoniflorin | quercetin ; Triterpeny: kyselina oleanolová ; Fenolické kyseliny: kyselina galová | kyselina rozmarýnová ; Saponiny: paenol ; Vitaminy: vitamin C | vitamin E","těhotenství | kojení | alergie na rostliny z čeledi Ranunculaceae | současné užívání antikoagulancií","nálev | tinktura | odvar","pivoňka | pivoňka orientální | pivoňka dvojobláčková | pivoňka zahradní","2","on"
"R0250","Paeonia lactiflora","Paeonia lactiflora","paeonia_lactiflora","Paeonia lactiflora","https://www.brvohorik.cz/l/paeonia-lactiflora-/","bylina","menstruační_potize | bolestiva_menstruace | krece | nervozita",,"protikrecove | uklidnujici | protizanetlive | analgeticke","koren | kvet","koren: zari | rijen ; kvet: kveten | cerven","zahrady | pestovane_plochy","ruzova | bila | cervena","Flavonoidy: kaempferol | quercetin | glycosidické formy flavonoidů ; Triterpeny: paeoniflorin | oleanolová kyselina ; Fenolické kyseliny: kyselina salicylová | kyselina kávová ; Vitaminy: vitamin C","těhotenství | kojení | alergie na rostliny z čeledi Paeoniaceae | současné užívání antikoagulancií","nálev | tinktura | sušené květy | prášek | extrakt","pivoňka | pivoňka zahradní | pivoňka čínská","2","on"
"R0251","Plicník lékařský","Pulmonaria officinalis","plicnik_lekarsky","pulmonaria_officinalis","https://www.brvohorik.cz/l/plicnik-lekarsky/","bylina","kasel | nachlazeni | zanety_dychacich_cest | chrapot",,"expektoracni | protizanetlive | hojive | zklidnuje_sliznice","list | nat","list: duben | kveten ; nat: duben | kveten | cerven","listnate_lesy | stinne_lesy | vlhke_lokality","ruzova | modra","Flavonoidy: kvercetin | kaempferol ; Saponiny: pulmonarin ; Slizy: slizové látky ; Minerální látky: zinek | mangan | železo | měď ; Vitaminy: vitamin C | vitamin A | vitamin B1 | vitamin B2 | vitamin B3 | vitamin B5 | vitamin E","těhotenství | kojení | alergie na rostliny z čeledi Boraginaceae | současné užívání antikoagulancií","nálev | odvar | tinktura | mast | sirup","plicníček | plicní tráva | kačena | plicník lékařský","1","on"
"R0252","Plicník tmavý","Pulmonaria obscura","plicnik_tmavy","pulmonaria_obscura","https://www.brvohorik.cz/l/plicnik-tmavy/","bylina",,,,"list | nat","list: duben | kveten ; nat: duben | kveten | cerven","listnate_lesy | stinne_lesy | vlhke_lokality","fialova | ruzova","Flavonoidy: kvercetin | kaempferol ; Slizy: polysacharidy ; Minerální látky: zinek | mangan | železo","těhotenství | kojení | alergie na rostliny z čeledi Boraginaceae","nálev | odvar | tinktura | čerstvá šťáva","plíseň plicní | plicní květ | plicní bylinka","1","on"
"R0253","Podběl lékařský","Tussilago farfara","podbel_lekarsky","tussilago_farfara","https://www.brvohorik.cz/l/podbel-lekarsky/","bylina","kasel | nachlazeni | zanet_prudusek | zanety_dychacich_cest",,"expektoracni | protizanetlive | zklidnuje_sliznice","kvet | list","kvet: unor | brezen ; list: kveten | cerven","u_cest | svahy | rumiste","zluta","Flavonoidy: kaempferol | quercetin ; Saponiny: tussilagin | farfarin ; Slizy: sliz ; Třísloviny: třísloviny ; Minerální látky: draslík | vápník | hořčík | železo ; Vitaminy: vitamin C | vitamin B1 | vitamin B2 | vitamin E","těhotenství | kojení | dlouhodobé užívání | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | odvar | tinktura | sirup | čerstvá šťáva","podběl | podbělka | kocourková tráva | lidová medicína","2","on"
"R0254","Podbílek šupinatý","Lathraea squamaria","podbilek_supinaty","lathraea_squamaria","https://www.brvohorik.cz/l/podbilek-supinaty/","bylina",,,,"nat","nat: brezen | duben | kveten","listnate_lesy | stinne_lesy","ruzova | fialova","Silice:  | Flavonoidy: | Glykosidy: lathraein | Triterpeny: | Fenolické kyseliny: kyselina kávová | Třísloviny: | Minerální látky: draslík | Vitaminy","těhotenství | kojení | alergie na rostliny z čeledi Lamiaceae | současné užívání antikoagulancií","nálev | odvar | tinktura","čertův dráp | podbílek | kyčeltka","1","on"
"R0255","Pohanka obecná","Fagopyrum esculentum","pohanka_obecna","fagopyrum_esculentum","https://www.brvohorik.cz/l/pohanka-obecna/","bylina","krecove_zily | hemoroidy | krehke_cevni_steny | vysoky_krevni_tlak | potize_s_travenim",,"posiluje_cevni_steny | snizuje_krevni_tlak | antioxidantni | protizanetlive | podporuje_traveni","nat | semeno","nat: cerven | cervenec | srpen ; semeno: srpen | zari","pole | pestovane_plochy","bila | ruzova","Silice: není známá ; Flavonoidy: rutin | quercetin | orientin ; Fenolické kyseliny: kyselina káevená | kyselina chlorogenová ; Třísloviny: není známá ; Minerální látky: hořčík | železo | zinek | mangan ; Vitaminy: vitamin B1 | vitamin B2 | vitamin B3 | vitamin E | vitamin K","alergie na pohanku | těhotenství | kojení","mouka | nálev | kaše | salát","zelená pšenice | pohanková krupice | pohankové semeno | pohanka setá","1","on"
"R0256","Pomněnka lesní","Myosotis sylvatica","pomnenka_lesni","myosotis_sylvatica","https://www.brvohorik.cz/l/pomnenka-lesni/","bylina",,,,"nat | kvet","nat: duben | kveten | cerven ; kvet: duben | kveten | cerven","lesy | zahrady | stinne_lokality","modra","Flavonoidy: myricetin | quercetin | kaempferol ; Saponiny: myosotidin ; Vitaminy: vitamin C | vitamin E","těhotenství | kojení | alergie на rostliny z čeledi Boraginaceae","nálev | tinktura","nezapomeň na mne | pomněnková květina | pomněnkový květ","1","on"
"R0257","Pomněnka rolní","Myosotis arvensis","pomnenka_rolni","myosotis_arvensis","https://www.brvohorik.cz/l/pomnenka-rolni/","bylina",,,,"nat | kvet","nat: kveten | cerven ; kvet: kveten | cerven","pole | louky | u_cest","modra","Silice: none; Flavonoidy: none; Alkaloidy: none; Glykosidy: none; Saponiny: none; Triterpeny: none; Fenolické kyseliny: kyselina kávová | kyselina galová; Třísloviny: none; Hořčiny: none; Slizy: none; Vitaminy: vitamin C; Minerální látky: none","těhotenství | kojení | alergie na rostliny z čeledi Boraginaceae","nálev | tinktura","modrá hvězdička | modrá pomněnka | pomněnka | zapomnělka","1","on"
"R0258","Popenec břečťanolistý","Glechoma hederacea","popenec_brectanolisty","glechoma_hederacea","https://www.brvohorik.cz/l/popenec-brectanolisty/","bylina","kasel | nachlazeni | zanety_dychacich_cest | potize_s_travenim",,"protizanetlive | antisepticke | expektoracni | podporuje_traveni","nat","nat: duben | kveten | cerven","louky | zahrady | lesni_okraje | u_cest","fialova","Silice: mentol | kariophyllen ; Flavonoidy: kaempferol | kyselina kvercetinová | luteolin ; Triterpeny: kyselina ursolová | kyselina oleanolová ; Minerální látky: draslík | vápník | hořčík ; Vitaminy: vitamin C | vitamin A","těhotenství | kojení | alergie na rostliny z čeledi Lamiaceae | současné užívání antikoagulancií","nálev | odvar | tinktura | čerstvá šťáva | mast","popenec | břečťanový popenec | popenec rozprostřený | popenec plazivý","1","on"
"R0259","Potočnice lékařská","Nasturtium officinale","potocnice_lekarska","nasturtium_officinale","https://www.brvohorik.cz/l/potocnice-lekarska/","bylina","jarni_unava | nedostatek_vitaminu | potize_s_travenim | oslabena_imunita",,"vitaminizacni | podporuje_traveni | cisti_krev | posiluje_imunitu","nat | list","nat: duben | kveten | cerven ; list: duben | kveten | cerven","potoky | vlhke_lokality | brehy_vod","bila","Silice: isothiokyanáty | 1,8-cineol ; Flavonoidy: kvercetin | kaempferol ; Vitaminy: vitamin C | vitamin A | vitamin K ; Minerální látky: vápník | železo | hořčík | draslík","těhotenství | kojení | žaludeční problémy | alergie na rostliny z čeledi Brassicaceae","nálev | čerstvá šťáva | salát | smoothie | odvar","čerstvá vodní křen | potočná křenka | potočnice","1","on"
"R0260","Prha arnika","Arnica montana","prha_arnika","arnica_montana","https://www.brvohorik.cz/l/prha-arnika/","bylina","pohmozdeniny | otoky | zanety | bolesti_svalu",,"protizanetlive | analgeticke | hojive | podporuje_prokrveni","kvet","kvet: cerven | cervenec","horske_louky | kyselé_pudy","zluta","Silice: thymol | pinén | kamf kromě ; Flavonoidy: quercetin | kaempferol ; Triterpeny: kyselina oleanolová | kyselina ursolová ; Hořčiny: arnidol | arnikol ; Fenolické kyseliny: kyselina kávová | kyselina rozmarýnová ; Saponiny: arnixin | helenin","těhotenství | kojení | alergie na rostliny z čeledi Asteraceae | současné užívání antikoagulancií","nálev | tinktura | mast","arnika | horská arnika | arniková květina | arnika lékařská","2","on"
"R0261","Proskurník lékařský","Althaea officinalis","proskurnik_lekarsky","althaea_officinalis","https://www.brvohorik.cz/l/proskurnik-lekarsky/","bylina","kasel | nachlazeni | zanety_dychacich_cest | podrazdeni_sliznic | zanety_traviciho_traktu",,"zklidnuje_sliznice | protizanetlive | obalove | expektoracni | hojive","koren | list | kvet","koren: zari | rijen ; list: cerven | cervenec ; kvet: cerven | cervenec | srpen","vlhke_louky | brehy_vod | zahrady","ruzova","Silice: eugenol | anethole ; Slizy: polysacharidy ; Flavonoidy: quercetin | kaempferol ; Třísloviny: kyselina gallová ; Minerální látky: draslík | vápník | hořčík ; Vitaminy: vitamin C | vitamin A","těhotenství | kojení | alergie na rostliny z čeledi Malvaceae | současné užívání diuretik","nálev | odvar | tinktura | sirup | čerstvá šťáva","pouštní sléz | sléz lékařský | mařinka","1","on"
"R0262","Prvosenka jarní","Primula veris","prvosenka_jarni","primula_veris","https://www.brvohorik.cz/l/prvosenka-jarni/","bylina","kasel | nachlazeni | zanet_prudusek | zahleneni | nespavost | nervozita",,"expektoracni | protizanetlive | uklidnujici | podporuje_spanek | cisti_dychaci_cesty","kvet | koren","kvet: duben | kveten ; koren: zari | rijen","louky | pastviny | svetle_lesy","zluta","Silice: primulaverin ; Flavonoidy: quercetin | kaempferol ; Glykosidy: primaverin | primin ; Saponiny: primulagenin ; Třísloviny: kyselina gallová ; Vitaminy: vitamin C | vitamin B6 ; Minerální látky: draslík | vápník | hořčík","těhotenství | kojení | alergie na rostliny z čeledi Primulaceae","nálev | odvar | tinktura | sirup","prvosenka | jarní prvosenka | králíček | královská květina","2","on"
